#
#  synelcyc 22.5 Reactions link table generated on Tue Sep 11, 2018
#
TRYPTOPHAN--TRNA-LIGASE-RXN	EC-6.1.1.2
DIHYDROXYMETVALDEHYDRAT-RXN	EC-4.2.1.9
RXN-12587	EC-2.8.1.7
THIAZOLSYN3-RXN	EC-2.7.1.50
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	EC-4.1.99.3
RXN-12243	
SPERMINE-SYNTHASE-RXN	EC-2.5.1.22
CYSTATHIONINE-BETA-LYASE-RXN	EC-4.4.1.8
RXN-11717	EC-4.2.1
S-2-HYDROXY-ACID-OXIDASE-RXN	EC-1.1.3.15
CDP-GLUCOSE-46-DEHYDRATASE-RXN	EC-4.2.1.45
RXN-11347	EC-2.7.8.13
TRANS-RXN490-3536	
RXN490-3641	EC-1.14.11
TRANS-RXN490-3534	
ATP-PYROPHOSPHATASE-RXN	EC-3.6.1.8
RXN-10953	EC-3.1.3.25
RXN0-742	EC-6.3.4.18
AMPSYN-RXN	EC-4.3.2.2
RIBULP3EPIM-RXN	EC-5.1.3.1
RXN0-6427	EC-3.1.7.2
ADENYLYLSULFKIN-RXN	EC-2.7.1.25
R341-RXN	EC-6.3.5.9
RXN0-5144	EC-2.1.1.61
ACETYLORNDEACET-RXN	EC-3.5.1.16
PYRIMSYN1-RXN	EC-4.1.99.17
RXN0-302	EC-4.6.1.12
6.3.5.6-RXN	EC-6.3.5.6
PRAISOM-RXN	EC-5.3.1.24
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	EC-2.1.1.11
TRANS-RXN490-3504	
4.1.1.81-RXN	EC-4.1.1.81
TRANS-RXN490-3573	
PGLUCONDEHYDRAT-RXN	EC-4.2.1.12
TRANS-RXN490-3498	
RXN-9238	EC-4.1.1.98
TRANS-RXN490-3599	
3.4.22.36-RXN	EC-3.4.22.36
OXALODECARB-RXN	EC-1.1.1.38	EC-4.1.1.3
RXN-8850	EC-2.1.1.148
3.2.1.17-RXN	EC-3.2.1.17
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	EC-2.5.1.49
RXN-8675	
3-ISOPROPYLMALISOM-RXN	
NAD-SYNTH-NH3-RXN	EC-6.3.1.5
RXN-8038	EC-5.5.1
2.7.1.148-RXN	EC-2.7.1.148
MANNPGUANYLTRANGDP-RXN	EC-2.7.7.22
RXN-7665	EC-1.3.1
2-OCTAPRENYLPHENOL-HYDROX-RXN	EC-1.14.13
LACTALDDEHYDROG-RXN	EC-1.2.1.22
RXN-5469	EC-2.4.1.261
1.14.11.2-RXN	EC-1.14.11.2
IMIDPHOSDEHYD-RXN	EC-4.2.1.19
RXN-3341	EC-1.1.1.343
HISTALDEHYD-RXN	
RXN-16650	EC-2.4.1.129
GTP-CYCLOHYDRO-I-RXN	EC-3.5.4.16
RXN-15635	EC-2.1.2.11
GLYCOGEN-BRANCH-RXN	EC-2.4.1.18
RXN-15046	EC-1.1.1.101
GLUTATHIONE-PEROXIDASE-RXN	EC-1.11.1.9
RXN-14270	EC-2.4.2.7
GDPKIN-RXN	EC-2.7.4.6
RXN-14048	
FCLREDUCT-RXN	EC-1
RXN-13459	
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EC-2.5.1.7
DTDPKIN-RXN	EC-2.7.4.6
RXN-12872	
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	EC-2.7.7.56
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN	EC-3.6.1
RXN-12541	
TETRAACYLDISACC4KIN-RXN	EC-2.7.1.130
DEOXYADENOSINE-KINASE-RXN	EC-2.7.1.74	EC-2.7.1.76	EC-2.7.1.145
RXN-12195	EC-3.6.1.15
SHIKIMATE-KINASE-RXN	EC-2.7.1.71
CPM-KDOSYNTH-RXN	EC-2.7.7.38
RXN-11601	EC-2.1.1.190
RXNARA-8002	
CARBOXYLESTERASE-RXN	EC-3.1.1.1
RXN-11301	EC-2.4.1
RXN3O-1983	
ASPARTATEKIN-RXN	EC-2.7.2.4
RXN-10922	EC-1.4.3
RXN0-6525	EC-3.1.13.1
AMIDASE-RXN	EC-3.5.1.4
RIBOPHOSPHAT-RXN	
RXN0-6274	EC-2.5.1.75
ADENYL-KIN-RXN	EC-2.7.4.3
R311-RXN	EC-3.5.1.4
RXN0-4961	EC-3.1.11
ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2
PSERTRANSAMPYR-RXN	EC-2.6.1.52
RXN0-262	EC-2.7.7.77
5.4.2.10-RXN	EC-5.4.2.10
PORPHOBILSYNTH-RXN	EC-4.2.1.24
RXN-9951	
3PGAREARR-RXN	EC-5.4.2.12
PEPTIDYLTRANSFERASE-RXN	EC-2.3.2.12
RXN-9031	EC-5.3.3.17
3.4.21.87-RXN	EC-3.4.23.49
OROTATE-REDUCTASE-NADH-RXN	EC-1.3.1.14
RXN-8794	
3.1.27.1-RXN	EC-3.1.27.1
RXN-9787	EC-2.8.1.7
NMNNUCLEOSID-RXN	EC-3.2.2.14
RXN-13323	EC-2.5.1.32
RXN-8635	EC-1.11.1.7
ISOCITDEH-RXN	EC-1.1.1.42
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC-4.2.1.10
RXN-13163	EC-4.2.1.33
NACGLCTRANS-RXN	EC-2.4.1.227
RXN0-1134	EC-1.2.4.1
RXN-8023	
RXN-11355	EC-1.3.5.5
2.5.1.39-RXN	EC-2.5.1.39
RXN-8001	EC-1.1.1.23
MALIC-NADP-RXN	EC-1.1.1.40
3.1.3.77-RXN	EC-3.1.3.77
RXN-7660	EC-1.3.1
RXN-13179	EC-1.1.1.262
2-METHYLCITRATE-SYNTHASE-RXN	EC-2.3.3.5
RXN-12893	EC-4.2.1.104
L-AMINO-ACID-OXIDASE-RXN	EC-1.4.3.2
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	EC-1.4.7.1
RXN-5462	EC-2.4.1.132
RXN0-6435	EC-6.1.2
1.1.1.8-RXN	EC-1.1.1.8
RXN-12440	EC-1.11.1.11
HOMSUCTRAN-RXN	EC-2.3.1.46
PYRUVDEH-RXN	EC-1.2.1
RXN-2881	
CARBPSYN-RXN	EC-6.3.5.5
HEMEOSYN-RXN	EC-2.5.1
RXN-13158	EC-1.1.1.85
RXN-16393	EC-6.2.1.3
GLUTAMATESYN-RXN	EC-1.4.1.13
GSAAMINOTRANS-RXN	EC-5.4.3.8
RXN1F-152	EC-1.14.13.129
RXN-15378	EC-1.3.5.1
RXN-12588	EC-2.8.1.7
GLYCINE--TRNA-LIGASE-RXN	EC-6.1.1.14
RXN-15043	EC-2.3.1.51
ALANINE-DEHYDROGENASE-RXN	EC-1.4.1.1
RXN-14712	EC-2.4.1.129
R82-RXN	EC-5.3.2.5
GLUTAMIN-RXN	EC-3.5.1.38	EC-3.5.1.2
RXN0-5225	EC-3.5.1.28
RXN-14260	EC-2.4.1.25
ACSERLY-RXN	EC-2.5.1.47
GART-RXN	EC-2.1.2.2
QUINOPRIBOTRANS-RXN	EC-2.4.2.19
RXN-14014	EC-1.17.1.8
RXN0-4281	EC-1.1.1
FADSYN-RXN	EC-2.7.7.2
ACETATE--COA-LIGASE-RXN	EC-6.2.1.1
RXN-13374	EC-1.13.11.63
PROTOPORGENOXI-RXN	EC-1.3.3.4
UDPGLUCEPIM-RXN	EC-5.1.3.2
RXN0-2023	EC-2.8.1.13
DTDPDEHYRHAMREDUCT-RXN	EC-1.1.1.133
5-FORMYL-THF-CYCLO-LIGASE-RXN	EC-6.3.3.2
RXN-12869	
PHOSPHAGLYPSYN-RXN	EC-2.7.8.5
TRANS-RXN490-3598	
RXN-9644	EC-6.2.1.3
DIHYDRODIPICSYN-RXN	EC-4.3.3.7
3.5.1.80-RXN	EC-3.5.1.25
RXN-12508	
PDXJ-RXN	EC-2.6.99.2
SULFOCYS-RXN	EC-2.5.1.47
RXN-8999	EC-2.5.1.31
DARAB5PISOM-RXN	EC-5.3.1.13
3.4.13.22-RXN	EC-3.4.13.22
RXN-12104	EC-1.17.99.6
OHMETHYLBILANESYN-RXN	EC-2.5.1.61
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45
RXN-8769	EC-6.3.5.11
COBALAMINSYN-RXN	EC-2.7.8.26
3.1.22.4-RXN	EC-3.1.22.4
RXN-11475	EC-2.1.1.197
NANE-RXN	EC-5.1.3.9
RXN66-483	EC-6.2.1.3
RXN-8342	EC-2.8.1.12
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104
2.7.7.8-RXN	EC-2.7.7.8
RXN-11152	
RXN-15490	
METHYLENETHFDEHYDROG-NADP-RXN	EC-1.5.1.5
RXN1F-66	EC-2.5.1.62
RXN-7904	EC-6.2.1.3
ASPARAGINE--TRNA-LIGASE-RXN	EC-6.1.1.22
2.1.1.72-RXN	EC-2.1.1.72
RXN-10814	EC-2.6.1.1
LINOLENOYL-RXN	EC-6.2.1.3
RXN0-6522	EC-3.1.26.12
RXN-7282	
ALDXANAU-RXN	EC-1.2.1
1.6.4.4-RXN	EC-1.8.1.8
RIBOFLAVINKIN-RXN	EC-2.7.1.26
RXN1G-717	EC-1.1.1.100
ISOLEUCINE--TRNA-LIGASE-RXN	EC-6.1.1.5
RXN0-5408	EC-3.1.3.25
RXN1G-349	EC-1.1.1.100
RXN-4821	EC-3.5.99
RIB5PISOM-RXN	EC-5.3.1.6
RXN0-722	EC-1.17.4.1
HOMOCITRATE-SYNTHASE-RXN	EC-2.3.3.14
RXN0-5240	
RXN-9944	EC-1.8.7.2
RXN-17007	EC-1.6.5
ADCLY-RXN	EC-4.1.3.38
RXN-9633	EC-2.3.1.86	EC-1.1.1.100
H2NEOPTERINALDOL-RXN	EC-4.1.2.25
R222-RXN	EC-1.2.1.3
RXN-9527	EC-2.3.1.41
RXN-16135	EC-4.2.1.17
RXN0-4361	EC-3.1.3.82
RXN-10655	EC-1.1.1.100
GLYRIBONUCSYN-RXN	EC-6.3.4.13
ACETOLACTSYN-RXN	EC-2.2.1.6
4.2.1.61-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN-15129	
PRTRANS-RXN	EC-2.4.2.18
1.8.4.12-RXN	EC-1.8.4.12
GLUTRNAREDUCT-RXN	EC-1.2.1.70
RXN0-2361	EC-6.3.2.45
UDPREDUCT-RXN	EC-1.17.4.1
RXN-14812	
5.1.3.9-RXN	EC-5.1.3.9
RXN1G-613	EC-1.1.1.100
RXN-14378	EC-2.4.1.242
PNPOXI-RXN	EC-1.4.3.5
RXN1G-252	EC-1.1.1.100
GLUCONOLACT-RXN	EC-3.1.1.17
RXN-9772	EC-1.5.99
RXN0-5514	EC-2.3.1.51
RXN-14196	EC-2.7.2
3.6.3.27-RXN	EC-3.6.3.27
RXN-9789	EC-2.7.7.73
FPPSYN-RXN	EC-2.5.1.10
PEPDEPHOS-RXN	EC-2.7.1.40
RXN-9556	EC-1.1.1.100
RXN-13684	EC-3.5.1.14	EC-3.5.1.114
RXN-9023	EC-2.4.1.25
RXN-9520	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
UROGENDECARBOX-RXN	EC-4.1.1.37
3.4.17.8-RXN	EC-3.4.17.8
RXN-15511	
ENOYL-COA-HYDRAT-RXN	EC-4.2.1.17
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	EC-2.6.1.13
RXN-11707	EC-1.2.1.80
RXN-13072	EC-3.5.1.111
RXN-8789	
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	EC-1.17.4.1
UDP-NACMUR-ALA-LIG-RXN	EC-6.3.2.8
3.1.26.3-RXN	EC-3.1.26.3
GCVP-RXN	EC-1.4.4.2
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	EC-2.1.1.37
NICOTINAMID-RXN	EC-3.5.1.19
3.4.11.1-RXN	EC-3.4.11.1
RXN-12726	EC-2.5.1.47
RXN-8447	
THIOREDOXIN-RXN	
THYMIDYLATESYN-RXN	EC-2.1.1.45
2PGADEHYDRAT-RXN	EC-4.2.1.11
RXN1G-508	EC-1.1.1.100
DGDPKIN-RXN	EC-2.7.4.6
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25
RXN1G-182	EC-1.1.1.100
RXN-12391	EC-2.4.1.25
RXN-7919	EC-3.1.2.6
RXN0-267	EC-1.11.1.16
SUCCORNTRANSAM-RXN	EC-2.6.1.81
2.4.1.83-RXN	EC-2.4.1.83
RXN-9663	EC-1.3.1.9
CYTIDEAM-RXN	EC-3.5.4.5
LUMAZINESYN-RXN	EC-2.5.1.78
RXN-9548	EC-3.1.2.14
RXN-11832	EC-2.7.4.14	EC-2.7.4.25
RXN-7605	EC-2.1.1
RXN-9514	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
SEDOBISALDOL-RXN	EC-4.1.2
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	EC-2.6.1.39
RXN-11482	EC-1.3.1.9
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	EC-2.3.1.28
KDO-8PSYNTH-RXN	EC-2.5.1.55
PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC-3.1.3.48
RXN-11354	EC-5.2.1.12
RXN-5282	
FERREDOXIN--NITRITE-REDUCTASE-RXN	EC-1.7.7.1
RXN66-472	EC-1.2.1.3
1.1.1.262-RXN	
3-OXOACYL-ACP-SYNTH-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.41
BETA-LACTAMASE-RXN	EC-3.5.2.6
HOMOSERDEHYDROG-RXN	EC-1.1.1.3
1.14.19.1-RXN	EC-1.14.19.1
RXN-11065	EC-3.4.16.4
RXN-22	EC-4.3.2.1
SULFITE-REDUCTASE-FERREDOXIN-RXN	EC-1.8.7.1
RXN1A0-6303	EC-1.3.1
H2PTEROATESYNTH-RXN	EC-2.5.1.15
RXN1G-469	EC-1.1.1.100
ARGDECARBOX-RXN	EC-4.1.1.19
RXN-1623	EC-2.3.1.51
RXN1G-1050	EC-1.1.1.100
RXN-10625	EC-1.3.1.83
GMP-SYN-NH3-RXN	
RXN0-2142	EC-1.1.1.100
RXN0-6481	EC-2.7.7.56
RXN-15139	
RXN-9660	EC-1.3.1.9
AIRS-RXN	EC-6.3.3.1
GLYC3PDEHYDROGBIOSYN-RXN	EC-1.1.1.94
RXN-9537	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
R345-RXN	EC-6.3.5.10
RXN-15005	EC-2.7.2.8
RXN-7719	EC-1.8.1.4
RXN0-5216	EC-3.2.1.170
RXN-14396	
RXN-14387	
ACID-PHOSPHATASE-RXN	EC-3.1.3.2
GLURS-RXN	EC-6.1.1.17
RXN-11479	EC-2.3.1.41
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	EC-2.4.2.29
RXN-14228	EC-2.7.4.6
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN0-4022	EC-1.7.1.13
FUMHYDR-RXN	EC-4.2.1.2
RXN490-3620	
6PGLUCONOLACT-RXN	EC-3.1.1.31
RXN-13824	
RXN1G-408	EC-1.1.1.100
PROLINE--TRNA-LIGASE-RXN	EC-6.1.1.15
VALINE--TRNA-LIGASE-RXN	EC-6.1.1.9
RXN0-748	EC-1.17.4.1
RXN0-1342	EC-2.4.99.17
EXOPOLYPHOSPHATASE-RXN	EC-3.6.1.11
RXN0-1147	EC-2.3.1.61
4.2.3.26-RXN	EC-4.2.3.26
RXN-13281	EC-4.1.99
RXN-9657	EC-1.3.1.9
PHOSGLYPHOS-RXN	EC-2.7.2.3
UDP-NACMURALGLDAPLIG-RXN	EC-6.3.2.13
RXN-9533	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
RXN-961	EC-1.13.11
DNA-LIGASE-ATP-RXN	EC-6.5.1.7	EC-6.5.1.1	EC-6.5.1.6
RXN-5061	EC-1.5.7.1
3.4.24.55-RXN	EC-3.4.24.55
RXN-12754	
RXN-14381	
PANTEPADENYLYLTRAN-RXN	EC-2.7.7.3
TRANS-RXN-1444	
RXN-11476	EC-1.1.1.100
RXN-8975	EC-2.7.8.13
DIACYLGLYKIN-RXN	EC-2.7.1.107
MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.39
3.2.2.23-RXN	EC-3.2.2.23
RXN-12460	EC-3.1.1.29
BIOTIN-CARBOXYL-RXN	EC-6.3.4.14
OCTADECANAL-DECARBONYLASE-RXN	EC-4.1.99.5
SUCROSE-PHOSPHATE-SYNTHASE-RXN	EC-2.4.1.14
2.3.1.41-RXN	EC-2.3.1.41
RXN-8762	EC-2.1.1.271
DAHPSYN-RXN	EC-2.5.1.54
RXN1G-853	EC-1.1.1.100
3.1.11.6-RXN	EC-3.1.11.6
RXN-11902	EC-1.3.7.7
RXN1G-363	EC-4.2.1.59
NADPYROPHOSPHAT-RXN	EC-3.6.1.22
SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	EC-2.6.1.45
RXN0-723	EC-1.17.4.2
RXN-8173	
CITSYN-RXN	EC-2.3.3.16	EC-2.3.3.1
RXN0-1132	EC-1.8.1.4
2.7.7.13-RXN	EC-2.7.7.13
RXN-11368	EC-2.5.1.39
RXN-9634	EC-2.3.1.86	EC-4.2.1.59
METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9
RXN66-477	EC-6.2.1.3
RXN-9528	EC-2.3.1.86	EC-2.3.1.85	EC-1.1.1.100
RXN-7737	EC-2.6.1.83
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	EC-2.6.1.42
RXN-12994	EC-1.1.1.330
2.1.1.132-RXN	EC-2.1.1.132
RXN-11147	
RXN-10659	EC-1.1.1.100
LINB1-RXN	EC-3.8.1.5
RXN1F-150	EC-5.5.1.19
HYDROG-RXN	EC-1.12.7.2
RXN-6401	EC-4.3.3
ARGSUCCINLYA-RXN	EC-4.3.2.1
ACP-S-ACETYLTRANSFER-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-2.3.1.38
1.3.1.54-RXN	EC-1.3.1.54
RXN-10646	EC-1.14.13
1.8.4.13-RXN	EC-1.8.4.13
IPPISOM-RXN	EC-5.3.3.2
RXN0-6484	EC-3.1.13.5
UNSPECIFIC-MONOOXYGENASE-RXN	EC-1.14.14.1
RXN-37	EC-1.2.1.3
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC-1.2.1.4
RXN1G-617	EC-1.1.1.100
HISTIDPHOS-RXN	EC-3.1.3.15
RXN1G-262	EC-1.1.1.100
RXN-16910	
RXN-9920	EC-3.1.3
GUANINE-DEAMINASE-RXN	EC-3.5.4.3
RXN-9590	
RXN-15881	EC-2.8.1.7
RXN-9523	EC-2.3.1.41
GLYOHMETRANS-RXN	EC-2.1.2.1
RXN-15512	
RXN-15123	EC-3.5.99
RXN-12473	EC-2.8.1.11
GLUTDEHYD-RXN	EC-1.4.1.4
RXN-10060	EC-1.1.1.100
RXN-14727	EC-3.5.1.4
GCVT-RXN	EC-2.1.2.10
RXN-14354	EC-2.4.1.25
4.2.1.58-RXN	EC-2.3.1.86	EC-2.3.1.85	EC-4.2.1.59
GLUC1PADENYLTRANS-RXN	EC-2.7.7.27
1.7.7.2-RXN	EC-1.7.7.2
RXN-14129	EC-3.5.4.1
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	EC-2.3.1.191
FORMYLMETHIONINE-DEFORMYLASE-RXN	EC-3.5.1.31
RXN1G-517	EC-4.2.1.59
RXN-13616	EC-4.2.1.17
RXN1G-184	EC-1.1.1.100
UNDECAPRENYL-DIPHOSPHATASE-RXN	EC-3.6.1.27
RXN0-5055	EC-6.4.1.2
DXPREDISOM-RXN	EC-1.1.1.267
RXN-9549	EC-3.1.2.14
RXN-12959	EC-2.7.1.174
RXN-9516	EC-2.3.1.41
TYROSINE--TRNA-LIGASE-RXN	EC-6.1.1.1
RXN-15509	
DIMETHUROPORDEHYDROG-RXN	EC-1.3.1.76
RXN-11483	EC-3.1.1.85
RXN-12610	EC-2.5.1.3
PYRUFLAVREDUCT-RXN	EC-1.2.7.1
THIOSULFATE-SULFURTRANSFERASE-RXN	EC-2.8.1.1
FLAVONADPREDUCT-RXN	EC-1.18.1.2
DEOXYRIBOSE-P-ALD-RXN	EC-4.1.2.4
3.1.2.21-RXN	EC-3.1.2.21
RXN-12244	
THIAZOLSYN2-RXN	EC-2.8.1.10
SPONTPRO-RXN	
RXN1G-481	EC-1.1.1.100
CYSTATHIONINE-BETA-SYNTHASE-RXN	EC-4.2.1.22
RXN1G-1247	EC-1.1.1.100
RXN-11734	EC-1.3.8.7
RXN0-2144	EC-4.2.1.59
S-ADENMETSYN-RXN	EC-2.5.1.6
RXN-9661	EC-1.3.1.9
CDPDIGLYSYN-RXN	EC-2.7.7.41
RXN-9539	EC-2.3.1.41
RXN-11348	EC-2.4.1.129
RXN-8629	EC-1.8.1.4
RXN66-1	EC-1.11.1.6
RXN-14390	
ATPPHOSPHORIBOSYLTRANS-RXN	EC-2.4.2.17
